subject_id,X0__0,X1__0,X2__0,X3__0,X4__0,X0__1,X1__1,X2__1,X3__1,X4__1,X0__2,X1__2,X2__2,X3__2,X4__2,X0__3,X1__3,X2__3,X3__3,X4__3,X0__4,X1__4,X2__4,X3__4,X4__4,X0__5,X1__5,X2__5,X3__5,X4__5,X0__6,X1__6,X2__6,X3__6,X4__6,X0__7,X1__7,X2__7,X3__7,X4__7,X0__8,X1__8,X2__8,X3__8,X4__8,X0__9,X1__9,X2__9,X3__9,X4__9,X0__10,X1__10,X2__10,X3__10,X4__10
242,b,b,a,a,a,c,a,c,a,a,a,a,a,c,b,a,a,c,c,c,b,b,a,c,c,b,a,c,c,c,b,b,a,c,c,a,a,c,c,c,a,c,a,c,a,b,b,c,c,b,c,c,a,c,a
243,b,c,b,b,b,c,b,b,b,b,a,b,b,b,b,b,a,a,b,c,c,b,c,b,c,a,c,a,a,a,b,b,c,a,a,b,a,a,a,a,b,c,c,a,a,a,b,a,a,a,a,c,c,c,a
244,b,b,a,a,b,b,c,a,a,c,a,c,c,c,c,a,a,c,c,c,b,b,a,c,a,b,c,c,c,b,a,c,c,a,c,b,c,a,a,b,c,a,c,a,b,a,b,a,a,c,b,a,c,a,a
245,b,c,a,b,c,a,a,c,b,b,b,c,c,b,a,c,a,c,a,b,a,c,c,a,b,b,b,a,a,a,c,b,c,a,a,a,c,c,a,a,a,b,a,c,a,a,b,c,c,b,b,a,a,c,b
246,c,b,a,a,c,a,a,c,a,c,b,b,c,c,a,c,b,c,c,a,a,c,c,c,a,b,a,a,c,a,b,b,a,c,c,b,a,c,c,c,b,b,a,c,c,a,b,c,c,a,b,a,a,a,a
247,b,b,a,a,a,c,a,c,a,c,a,b,c,a,a,b,a,b,a,a,b,c,c,a,a,b,b,a,a,a,a,a,c,a,b,b,c,c,c,c,a,c,a,c,c,b,a,c,c,c,c,c,b,c,b
248,a,c,a,b,c,a,c,c,c,c,b,b,c,c,c,b,a,a,c,a,c,c,c,c,a,a,c,a,c,c,b,b,c,c,a,c,c,a,c,a,b,b,c,c,b,a,a,a,c,a,a,c,c,c,b
249,c,b,a,b,c,c,a,c,c,c,c,c,a,c,a,a,c,c,c,c,b,c,a,c,c,b,b,c,c,a,a,b,a,a,a,b,a,c,a,b,b,c,c,a,a,b,c,a,a,c,c,c,c,a,c
250,a,c,b,b,a,a,c,b,b,c,b,c,c,a,c,c,a,a,a,a,a,c,c,a,b,b,c,b,a,c,c,b,b,c,a,b,a,a,c,b,b,c,c,c,a,a,a,a,b,a,b,c,c,b,a
251,b,b,b,b,c,a,a,c,b,c,b,c,c,b,a,a,b,b,b,a,b,a,c,c,b,b,c,a,c,a,a,b,c,c,c,b,a,a,c,c,b,b,c,c,c,b,c,c,c,a,b,b,a,c,b
252,a,c,b,c,c,b,a,b,c,a,a,b,c,c,c,a,a,a,c,c,b,b,c,c,c,a,a,a,c,c,b,b,a,c,c,b,c,c,c,c,a,a,a,c,a,b,c,c,c,b,a,c,c,c,b
253,c,a,b,b,c,c,c,c,b,b,a,a,b,b,c,b,a,b,b,a,b,c,b,b,a,b,a,b,c,a,a,b,b,c,a,b,a,c,c,b,c,c,c,c,b,a,a,c,c,c,a,c,a,c,a
254,c,a,a,a,b,a,b,c,a,c,b,a,a,a,c,a,c,c,a,a,b,c,a,a,c,b,b,c,a,a,a,c,c,a,a,b,c,b,a,b,b,c,b,a,b,c,c,b,a,c,a,b,b,a,c
255,b,c,a,b,b,a,c,a,b,c,b,b,c,b,a,c,c,a,b,a,a,b,c,b,a,a,a,c,b,b,b,c,b,c,a,a,b,c,a,c,b,c,c,c,a,c,c,c,c,b,a,b,c,c,a
256,b,a,a,a,a,a,b,c,a,a,b,a,a,a,c,a,b,c,c,c,a,a,a,c,c,b,b,c,c,c,a,c,b,c,a,b,c,b,c,c,b,b,b,c,a,a,a,c,c,a,b,c,a,c,b
257,b,b,a,b,c,b,b,c,b,a,b,a,c,b,a,b,c,c,b,b,a,c,c,b,c,b,a,a,b,b,a,b,c,c,c,a,a,c,c,c,b,b,c,c,a,b,a,c,c,a,b,c,c,c,b
258,a,c,a,b,a,b,b,c,c,a,b,a,a,c,c,b,b,c,c,c,b,a,a,c,c,b,b,c,c,c,a,c,c,c,a,a,b,a,c,a,a,a,a,c,a,a,c,c,c,a,a,b,c,b,a
259,b,b,c,b,c,b,a,b,c,c,b,c,b,c,a,a,a,a,c,a,a,b,c,c,a,b,a,a,c,c,c,b,c,c,c,a,a,c,c,c,b,b,a,c,c,c,c,c,c,a,a,b,c,c,a
260,b,a,b,c,c,b,c,b,c,a,a,b,c,c,a,a,b,c,c,a,b,b,a,c,a,b,a,c,c,b,a,c,c,c,c,b,b,b,c,a,c,b,b,c,a,a,a,b,c,b,a,c,b,c,b
261,b,c,b,b,c,c,a,c,b,a,a,c,c,b,a,b,b,c,b,b,c,b,c,c,c,a,b,a,c,b,a,a,c,c,c,b,b,c,c,c,a,b,a,c,b,b,a,c,c,b,a,c,a,c,a
262,b,a,a,b,b,a,a,c,b,a,b,b,a,b,a,a,c,c,c,a,b,b,c,c,a,b,c,a,c,a,c,a,a,c,a,b,c,c,c,b,c,b,a,c,a,b,a,c,c,c,b,c,c,c,c
263,c,a,a,a,a,a,a,c,a,b,b,c,b,a,b,a,c,c,a,b,a,b,b,a,a,a,a,c,a,a,a,b,a,a,c,b,a,c,a,c,c,b,b,a,c,a,a,c,a,c,b,b,c,a,c
264,b,c,b,b,b,a,a,a,b,a,b,b,c,c,a,a,c,a,c,b,b,b,c,c,c,a,b,a,c,b,b,c,c,c,a,a,a,a,c,b,b,c,c,c,b,c,b,a,c,a,a,a,c,a,c
265,b,b,b,b,c,b,a,c,c,b,c,b,a,b,c,a,b,c,b,a,b,b,c,b,b,b,a,b,a,a,a,c,b,a,a,b,a,b,a,a,a,c,b,a,b,a,b,c,a,a,b,a,a,a,b
266,c,a,a,c,c,a,b,c,c,c,b,c,c,c,a,a,a,a,c,b,b,a,c,c,b,a,b,a,c,c,b,a,c,c,c,a,c,c,c,a,b,a,a,c,a,c,b,c,c,b,a,b,c,c,c
267,c,b,a,b,b,a,a,c,b,c,b,b,c,b,a,b,a,b,b,a,b,b,b,c,a,c,c,b,a,a,c,c,b,a,c,a,c,c,a,a,a,a,a,a,a,b,a,c,a,a,b,c,b,a,a
268,b,b,b,b,c,c,a,c,b,c,a,c,c,b,c,a,b,a,b,a,b,b,c,c,a,c,a,c,c,c,a,c,a,c,a,a,b,c,c,b,b,a,a,c,c,a,b,c,c,c,a,c,a,c,a
269,b,a,a,a,a,a,a,c,a,a,b,b,c,c,a,a,c,a,c,a,a,b,a,c,a,a,a,c,c,a,a,c,c,c,a,b,c,a,c,b,a,c,c,c,a,a,a,c,c,a,a,c,b,c,b
270,b,c,a,b,a,a,b,c,b,a,a,c,a,b,a,b,b,c,c,b,b,b,a,c,b,a,a,c,c,b,b,c,a,b,c,a,a,c,b,c,b,c,c,a,c,b,c,c,a,c,a,a,c,a,a
271,b,a,a,b,a,c,c,c,c,a,a,a,a,c,b,b,c,c,c,c,c,c,c,c,c,c,b,c,c,a,a,b,a,c,a,b,a,c,c,c,b,b,a,b,c,b,c,c,b,c,a,a,c,b,c
272,b,b,b,c,c,b,c,b,c,a,b,b,b,c,a,b,c,c,c,a,c,c,a,b,b,a,b,c,b,b,b,c,c,b,a,c,a,a,b,a,c,b,c,b,c,a,a,c,a,c,b,c,a,a,b
273,b,a,a,a,a,b,c,c,a,a,a,a,a,a,b,a,c,c,a,a,a,a,c,c,a,a,a,a,c,b,b,b,a,c,c,a,a,c,c,c,b,c,a,c,a,c,a,a,c,a,a,c,c,c,c
274,c,a,b,a,b,a,a,b,a,c,b,c,c,a,a,c,a,c,a,a,a,c,a,c,a,a,a,a,c,a,b,c,c,c,a,c,a,c,c,a,a,c,b,c,b,b,b,c,c,a,b,c,c,c,a
275,b,b,c,b,b,a,b,a,a,a,b,c,c,a,a,a,b,a,a,a,b,a,c,a,b,a,c,a,a,c,b,c,c,a,c,b,b,a,a,a,a,a,c,a,b,b,c,c,a,b,c,c,a,a,c
276,b,b,a,b,b,a,a,a,b,c,b,c,c,b,a,b,a,a,c,a,a,c,c,c,a,b,a,b,c,a,c,c,c,c,b,a,a,c,c,b,b,c,a,c,a,a,a,c,c,a,b,b,a,c,c
277,c,a,a,b,c,a,c,c,b,c,a,b,c,c,a,b,a,a,c,b,c,b,c,c,a,a,b,a,c,a,a,a,c,c,a,a,c,a,c,a,b,b,c,c,a,c,c,b,c,a,a,b,c,c,a
278,a,c,a,b,c,b,a,c,b,c,b,c,a,b,a,c,b,c,c,a,a,b,a,c,a,b,c,c,c,a,c,a,a,c,c,a,b,c,c,c,a,a,c,c,c,a,b,a,c,c,a,c,c,c,a
279,b,c,a,b,c,a,c,c,c,c,a,b,c,c,a,b,b,c,c,b,c,c,a,c,a,a,b,a,c,a,a,b,c,c,a,c,a,c,c,c,a,b,c,c,c,b,c,c,c,a,b,b,c,c,a
280,c,a,a,a,a,a,c,c,a,a,b,b,a,a,b,b,b,c,a,a,b,b,a,a,a,a,c,c,c,a,b,a,a,c,a,c,b,a,c,a,b,c,a,c,a,a,b,c,c,a,b,c,c,c,a
281,b,b,b,c,c,b,c,b,c,a,a,b,c,c,b,b,a,a,c,a,a,c,c,c,b,b,a,a,c,a,c,c,a,c,a,a,b,c,c,a,a,b,a,c,a,a,c,a,c,a,a,c,c,c,b
282,b,b,a,b,b,c,b,a,b,b,a,a,c,b,c,b,b,a,b,a,b,c,c,c,a,b,a,b,c,a,c,c,b,c,a,a,b,c,c,a,a,c,a,c,a,b,a,a,c,a,a,b,c,b,c
283,a,c,b,b,b,b,c,a,c,b,b,c,c,c,c,b,c,a,c,c,a,b,a,a,a,b,c,c,a,a,a,c,a,c,b,a,a,c,a,a,b,c,a,c,a,b,a,c,c,b,c,b,a,c,c
284,b,b,c,b,b,b,a,b,c,a,c,c,b,c,a,a,b,c,c,a,b,a,a,b,c,a,b,c,b,c,b,a,c,b,b,c,c,b,b,a,a,b,c,b,a,b,b,a,b,b,a,a,a,c,b
285,b,c,b,c,c,c,b,c,c,c,a,a,a,c,c,b,a,c,c,c,a,b,c,c,c,b,a,a,c,c,a,b,a,c,c,a,c,c,c,a,b,a,a,c,a,a,c,c,a,a,b,b,a,a,a
286,b,c,a,a,a,c,a,c,a,a,a,c,a,a,a,a,b,c,a,b,b,c,a,a,a,a,a,c,a,a,a,a,a,a,b,b,c,c,c,b,a,b,c,c,b,a,a,b,b,a,a,b,c,b,b
287,b,a,a,c,c,a,b,c,a,c,a,a,a,c,c,b,b,c,c,a,c,c,a,c,a,b,a,c,c,a,a,c,c,c,a,b,b,a,c,b,c,a,c,c,a,a,c,c,c,b,a,c,a,c,c
288,c,a,a,b,c,a,c,c,b,a,b,a,a,b,a,c,c,c,c,b,a,b,a,c,a,a,c,c,c,a,a,b,b,c,b,b,c,b,c,c,a,c,b,c,c,b,c,c,a,c,c,c,c,a,c
289,c,a,a,a,b,a,c,c,a,a,a,b,c,c,b,a,a,c,c,c,a,b,a,b,c,b,a,c,b,c,a,c,a,b,c,b,c,c,b,c,a,c,a,b,c,b,b,c,b,a,c,b,a,c,b
290,c,a,a,b,c,a,a,c,b,c,b,b,b,b,a,a,c,c,b,b,b,b,a,b,a,b,a,c,a,a,a,a,c,a,a,a,c,c,a,a,b,c,a,a,c,a,a,c,a,c,a,c,a,a,a
291,b,a,a,b,c,c,c,c,c,c,a,c,a,c,c,b,b,c,c,c,c,a,a,c,c,a,c,c,c,a,a,b,a,c,a,b,b,a,c,b,b,a,c,c,b,c,c,a,c,a,a,b,c,c,a
292,b,a,a,b,c,a,c,c,a,c,a,c,a,a,c,a,a,c,a,c,b,c,a,a,a,a,b,c,a,b,b,c,a,a,a,c,b,c,a,b,a,c,a,a,b,b,b,c,a,b,a,b,a,a,b
293,b,b,a,a,a,a,b,c,a,a,b,b,a,a,a,c,a,a,c,a,a,c,c,c,b,a,b,a,c,c,a,a,c,c,c,a,b,c,c,c,a,a,c,c,c,b,b,c,c,c,c,b,c,c,c
294,b,c,b,c,c,c,c,b,c,c,a,b,a,c,a,a,b,c,c,b,b,a,c,c,b,c,a,c,c,a,a,c,a,b,a,a,a,c,b,a,b,c,b,b,a,c,c,c,b,b,c,c,a,b,c
295,b,b,a,b,c,a,c,a,b,a,b,b,c,c,a,a,c,a,c,a,b,a,c,b,a,c,c,a,c,a,a,b,c,c,a,b,b,a,c,b,a,c,c,c,a,b,a,c,c,a,c,c,b,c,b
296,b,c,b,b,c,b,a,b,b,c,a,c,b,b,a,b,a,b,b,a,a,c,b,b,b,b,c,b,b,b,c,c,c,b,c,a,c,b,b,c,b,c,b,a,b,b,a,c,a,b,a,b,a,a,a
297,a,c,b,b,b,a,c,c,c,c,a,c,c,c,c,a,a,a,c,c,a,b,a,c,c,b,a,c,c,a,a,c,c,c,a,b,c,c,c,a,c,b,b,c,b,a,a,b,c,a,b,c,b,c,a
298,b,a,b,a,a,c,b,c,c,a,a,a,a,a,b,a,c,c,a,b,b,a,c,a,b,a,c,a,a,a,b,c,a,c,c,c,c,c,c,c,b,c,c,a,c,a,b,a,a,c,a,a,a,a,c
299,a,c,a,b,c,a,b,c,c,a,b,c,c,c,a,a,c,a,c,c,a,b,c,c,a,a,a,c,b,c,a,b,a,c,c,b,a,c,c,c,a,b,b,c,c,b,c,c,c,a,c,c,c,c,c
300,c,a,a,b,c,b,a,c,a,a,b,c,a,a,b,b,c,c,a,c,b,b,a,a,c,b,a,a,a,a,c,b,c,a,a,c,c,a,a,a,a,c,c,a,c,a,b,c,a,a,b,b,a,a,b
301,a,c,c,a,a,b,a,b,c,c,b,b,b,c,c,a,a,b,c,b,b,b,c,c,c,c,a,a,c,c,a,b,a,c,c,b,a,c,c,c,b,c,c,c,c,a,b,a,c,b,b,a,c,c,b
302,b,c,b,a,a,a,b,c,a,a,b,b,b,a,b,a,c,b,a,a,a,b,c,a,a,a,a,c,a,a,b,b,c,c,a,a,b,b,c,a,b,c,b,c,a,c,c,c,c,b,a,b,c,c,a
303,b,c,b,b,c,c,c,b,c,c,c,c,b,c,c,a,c,c,c,c,b,c,b,c,c,b,a,b,c,c,a,b,b,c,c,a,c,b,c,a,b,b,b,c,a,a,b,b,c,a,b,c,b,c,a
304,a,c,b,b,c,a,c,c,c,c,b,b,a,c,a,c,a,c,c,a,b,c,a,c,a,a,b,c,c,a,b,b,a,b,b,c,a,c,b,c,a,b,c,b,c,b,a,a,c,c,c,c,c,c,b
305,b,a,a,c,c,c,b,c,c,a,b,c,c,a,a,c,a,a,c,a,a,c,c,c,a,b,b,c,c,c,b,a,c,c,c,c,c,a,c,a,a,c,a,c,c,b,c,c,c,c,c,c,c,c,c
306,a,c,b,b,c,b,c,c,a,c,a,c,c,a,c,a,a,a,b,c,a,c,b,b,a,a,b,b,c,c,b,c,c,c,a,a,b,c,c,b,b,c,a,c,a,a,b,c,c,a,a,c,c,c,a
307,b,c,a,b,c,b,c,c,b,c,a,a,a,b,a,a,c,c,b,b,b,b,c,b,a,a,a,a,a,a,b,b,c,c,c,a,a,c,c,c,b,b,a,c,a,b,b,c,c,b,c,b,c,c,a
308,b,a,a,a,a,b,c,c,a,b,a,c,a,a,c,b,c,c,a,c,c,b,a,a,a,a,b,c,c,b,b,a,c,c,c,a,b,c,c,c,b,a,a,c,c,a,b,c,c,c,b,c,a,c,a
309,b,b,a,a,c,c,b,a,a,a,a,a,c,c,c,b,c,a,c,c,c,b,c,c,a,a,a,c,c,a,b,c,a,c,a,a,a,a,c,b,b,b,c,c,a,a,c,c,c,a,b,a,a,c,b
310,b,a,b,a,a,c,b,b,a,c,a,b,c,c,c,b,a,a,c,c,a,c,c,c,c,b,c,c,c,c,a,a,a,c,c,b,c,c,c,a,a,c,a,c,b,b,a,c,c,a,c,c,c,c,a
311,b,b,a,c,c,c,a,c,c,c,a,c,a,c,b,b,b,a,c,a,c,c,c,c,a,a,a,c,c,a,b,c,a,c,a,c,b,a,c,a,a,c,c,c,b,b,c,a,c,b,a,c,c,c,c
312,c,b,a,b,b,a,b,c,c,b,b,c,a,c,a,b,b,a,c,a,c,c,a,c,c,a,c,c,c,c,a,a,a,c,a,b,c,c,c,a,a,b,a,c,a,b,c,c,c,a,a,b,a,c,a
313,b,b,c,b,c,c,a,a,b,c,a,c,a,c,a,a,b,c,c,a,b,a,c,c,c,a,b,a,c,c,b,a,c,c,c,c,c,a,c,c,a,a,c,c,a,a,c,a,c,a,b,b,c,a,a
314,a,c,b,b,c,b,b,b,b,b,a,c,c,c,a,b,a,a,c,b,a,c,c,b,b,a,b,b,b,b,b,b,b,b,b,a,c,c,b,a,b,b,b,b,b,c,a,c,b,c,a,c,a,b,c
315,b,b,b,b,c,c,c,c,c,a,a,b,c,c,b,b,a,c,b,b,a,c,a,b,c,b,c,c,b,b,a,b,a,b,a,b,a,c,b,b,a,b,c,b,c,b,a,a,a,c,a,b,c,a,b
316,a,c,a,b,b,b,b,c,b,b,b,c,a,c,a,b,b,c,c,a,c,a,c,c,c,a,c,a,c,b,a,c,a,c,b,b,c,c,c,c,b,a,a,c,a,a,b,c,c,b,b,a,a,c,b
317,b,c,b,c,c,a,c,c,c,c,b,c,a,c,c,c,c,c,c,c,a,b,a,c,c,b,a,c,c,a,a,b,a,c,b,a,b,c,c,b,b,c,c,c,a,a,a,b,c,b,b,b,b,c,a
318,b,b,a,b,c,b,a,c,a,c,b,b,b,a,c,a,a,c,a,b,a,b,a,a,b,b,a,b,a,c,c,b,b,a,c,a,a,b,a,c,b,c,b,c,b,a,a,b,c,a,a,b,b,b,a
319,b,c,a,b,b,a,b,c,b,a,b,a,a,b,b,a,c,a,c,a,b,b,c,c,a,c,c,c,c,a,a,b,b,c,a,b,a,c,c,c,b,a,a,c,c,c,c,c,c,a,a,a,a,c,b
320,b,b,c,b,b,a,a,c,b,a,a,c,a,b,a,a,a,c,b,a,b,c,a,c,a,b,b,a,c,a,b,a,c,c,b,a,a,b,c,a,a,b,b,c,a,b,c,c,b,a,c,b,c,b,a
321,b,b,a,b,c,a,a,c,b,c,b,b,a,b,c,a,c,c,c,a,b,a,a,c,a,a,c,a,c,a,b,a,c,c,c,c,b,c,c,c,a,c,a,c,c,b,c,c,c,c,c,b,a,c,a
322,a,c,a,a,a,a,a,c,a,a,a,c,a,a,a,b,c,c,a,a,a,b,c,a,a,a,c,c,a,a,b,b,c,a,b,b,b,c,c,a,b,b,c,c,b,a,a,a,a,b,b,c,a,c,c
323,a,c,b,b,a,a,a,b,c,a,b,c,c,c,a,a,c,c,a,c,b,c,a,a,c,a,b,c,c,a,a,c,c,c,a,a,b,b,c,a,b,c,a,c,c,a,b,c,c,a,b,c,c,c,a
324,c,b,a,a,a,c,c,c,a,a,a,b,a,c,b,b,c,c,c,a,b,a,b,c,b,c,c,b,c,a,b,c,c,c,b,c,b,a,c,b,b,b,c,c,b,b,b,c,c,b,c,c,b,c,a
325,b,a,a,b,c,c,b,c,c,c,a,a,a,c,c,b,c,c,c,c,b,a,a,c,a,a,a,c,c,b,b,c,c,c,c,c,c,a,c,c,b,c,c,c,b,a,a,a,c,a,b,c,a,c,a
326,c,b,c,b,c,b,a,c,b,c,a,c,a,b,c,b,a,c,b,a,a,c,a,a,a,a,c,c,a,c,a,c,a,a,c,b,c,c,a,c,b,b,c,c,b,c,c,c,c,a,a,b,b,c,a
327,c,a,a,a,a,a,c,c,a,a,a,a,b,a,a,b,a,b,a,b,c,c,c,a,a,a,c,b,c,c,b,c,c,c,c,a,b,a,c,b,b,a,c,c,c,a,c,c,c,b,b,c,c,c,c
328,c,a,c,b,c,a,c,b,b,c,b,c,c,b,c,a,a,a,b,a,a,a,c,b,b,a,c,c,b,a,a,a,c,b,a,b,c,a,a,b,a,c,c,a,c,b,c,c,c,c,a,a,b,c,a
329,b,b,b,a,a,c,b,c,a,a,a,b,a,a,a,b,c,a,a,a,b,b,c,c,a,a,b,a,c,a,b,b,c,c,b,c,c,c,c,a,a,c,c,c,c,b,a,c,c,a,c,b,a,c,b
330,b,a,a,b,a,a,c,c,b,a,a,c,b,b,c,b,a,c,b,a,a,c,c,c,a,b,b,a,c,b,c,c,a,c,a,a,a,a,c,c,a,c,c,c,a,b,b,b,c,b,b,c,c,c,a
331,b,b,a,c,c,a,a,a,c,c,a,c,a,c,b,a,c,c,c,c,b,b,c,c,b,c,b,a,c,b,a,a,b,c,c,a,c,c,c,b,b,a,a,c,b,a,b,b,c,c,b,a,c,c,c
332,a,c,a,b,c,a,b,c,b,a,a,c,b,c,a,a,b,c,c,a,b,c,b,c,a,a,a,c,c,b,b,a,c,b,b,a,c,b,c,a,a,a,c,c,a,b,a,b,c,a,b,c,b,c,a
333,a,a,a,c,c,b,c,c,c,b,a,c,a,c,c,a,c,c,c,c,a,c,a,c,c,b,a,a,c,a,c,c,a,c,b,a,c,c,c,b,b,b,a,c,a,a,c,c,c,a,b,b,b,c,a
334,a,c,b,b,c,b,c,c,c,c,a,c,c,c,c,b,b,a,c,a,c,a,c,c,c,a,c,a,c,c,b,c,a,c,c,c,c,c,c,c,a,c,a,c,c,b,c,c,c,c,a,c,a,c,c
335,b,c,b,b,c,c,c,b,b,c,a,c,c,b,c,b,a,c,b,c,c,b,a,c,c,a,a,c,c,a,b,c,a,c,a,a,b,c,c,a,a,a,c,c,c,b,a,c,c,a,a,c,b,c,a
336,a,c,b,c,c,a,b,c,c,a,b,a,a,c,b,c,c,c,c,b,a,b,a,c,b,b,a,c,c,c,b,c,a,c,c,a,b,c,c,a,a,b,b,c,a,b,b,c,c,b,c,a,a,c,c
337,c,a,b,b,b,a,b,c,b,c,b,a,a,c,c,c,c,c,c,c,a,c,c,c,c,a,b,a,c,c,b,b,a,b,b,a,a,c,c,c,b,b,a,c,c,a,c,c,c,a,a,b,a,c,a
338,b,a,a,a,b,a,b,c,a,a,b,c,a,a,a,a,c,c,a,c,b,a,b,a,c,c,b,b,c,c,c,a,b,c,c,a,b,b,c,c,a,a,b,c,c,b,b,c,c,c,a,c,a,c,a
339,c,a,c,a,a,a,c,a,a,c,b,a,c,a,a,c,b,a,a,b,a,c,a,b,a,b,b,c,b,a,b,b,c,a,b,a,a,c,a,b,b,a,c,a,b,b,b,b,a,a,a,c,b,a,a
340,b,a,a,c,c,c,b,c,a,c,a,a,c,a,a,b,c,a,a,a,c,a,c,a,b,c,c,c,a,a,a,c,a,a,c,a,b,c,a,a,a,a,a,a,b,b,c,c,a,c,a,b,b,a,b
341,b,b,b,b,c,b,c,b,b,c,c,c,c,b,c,a,c,b,b,a,a,b,c,b,a,a,a,c,a,a,b,b,c,c,c,a,c,c,c,a,b,a,c,c,b,a,b,c,c,c,b,a,b,c,c
342,b,c,b,b,c,c,c,b,b,c,a,b,b,b,a,b,a,c,b,a,a,c,a,c,a,a,a,c,c,a,a,c,c,c,b,a,c,a,c,c,b,b,c,c,a,c,c,c,c,a,a,b,a,c,a
343,a,c,a,b,c,b,a,c,a,a,a,b,a,a,a,b,c,c,a,a,a,b,c,a,b,b,a,a,a,c,a,b,c,a,c,b,a,a,a,c,c,b,c,a,c,a,a,c,c,c,b,b,a,c,b
344,c,a,a,a,a,a,a,c,a,a,a,c,a,a,a,b,a,c,a,a,a,b,c,c,c,b,a,a,c,c,c,b,c,c,c,a,a,a,c,c,b,c,c,c,c,b,c,a,c,c,b,a,c,c,a
345,b,a,a,c,c,c,c,c,c,c,a,a,b,c,b,b,c,c,c,a,b,a,a,c,a,a,b,c,c,a,b,a,a,c,c,c,b,c,c,a,c,a,a,c,c,a,c,c,c,a,a,a,a,c,a
346,a,a,b,a,b,b,c,c,a,a,b,b,a,a,a,c,a,c,c,a,a,a,c,b,b,b,b,a,c,c,c,a,c,c,c,a,b,a,c,c,a,b,c,c,a,b,b,c,c,a,a,b,c,c,a
347,b,c,c,b,c,c,a,a,c,a,a,c,c,c,a,b,b,a,c,b,c,b,a,c,b,c,a,c,c,b,a,b,a,c,c,b,a,c,c,a,b,c,b,c,b,c,a,b,c,b,a,b,b,c,c
348,a,c,b,c,c,b,c,c,c,c,c,c,b,c,c,a,c,b,c,c,b,b,b,c,a,a,a,b,a,c,b,b,b,a,a,a,c,b,a,b,b,a,c,c,a,a,c,a,c,a,b,b,c,c,a
349,b,c,a,c,c,a,c,c,c,c,b,c,c,c,c,a,c,c,c,c,a,c,c,c,c,a,c,a,c,c,b,b,b,c,a,c,c,c,c,a,a,a,a,c,a,b,a,c,c,a,c,a,a,c,a
350,c,b,a,c,c,b,a,c,c,c,b,c,a,b,b,a,b,c,b,a,a,a,a,b,b,b,c,a,b,b,a,b,c,b,b,b,a,a,a,c,b,b,b,a,c,b,c,c,c,a,b,a,a,c,a
351,b,a,a,c,c,a,c,c,c,c,a,b,c,c,a,a,c,a,c,a,b,b,a,c,b,b,b,c,c,b,c,b,a,c,b,a,b,c,c,b,b,a,a,c,b,c,c,c,c,a,a,b,c,c,a
352,b,c,b,b,c,a,a,c,c,c,a,b,c,c,c,a,a,a,c,c,a,c,c,c,a,b,b,c,c,b,c,a,c,c,a,a,b,c,c,c,a,c,a,c,a,a,c,c,c,b,a,b,c,c,a
353,b,b,a,a,b,a,c,c,a,a,b,c,c,a,c,b,a,a,c,a,b,c,c,c,a,a,b,c,c,a,b,c,a,c,a,a,c,a,c,c,b,c,c,c,c,a,b,a,c,a,a,b,c,c,a
354,a,a,a,b,b,b,a,a,a,b,c,c,c,c,c,a,c,a,b,c,a,b,c,c,a,b,b,c,c,c,c,b,a,a,c,a,c,c,a,c,b,c,a,a,c,a,b,c,a,a,b,a,b,a,a
355,b,b,a,b,c,c,a,c,c,c,a,a,c,c,c,b,b,a,c,a,a,a,c,c,a,b,a,a,c,a,a,c,c,c,b,a,b,a,c,c,b,a,c,c,c,b,b,a,c,a,a,c,c,c,b
356,b,b,b,b,a,a,c,b,b,a,b,b,b,b,a,b,c,c,b,a,c,b,c,b,a,a,c,a,c,a,b,a,a,c,a,a,c,c,c,b,b,c,b,c,b,a,c,b,c,c,b,b,b,c,a
357,b,c,a,b,b,a,c,c,a,b,b,a,a,a,a,c,b,c,a,c,a,b,a,c,b,b,c,c,c,a,b,b,a,c,a,c,c,c,c,a,a,b,c,c,a,b,a,a,c,b,c,c,c,c,a
358,b,c,b,c,c,a,b,c,c,a,b,b,c,c,a,c,a,c,c,c,a,b,a,c,b,b,b,c,c,b,c,a,a,c,b,c,c,c,c,b,a,b,c,c,a,b,b,a,c,b,a,a,a,c,a
359,a,a,c,b,b,b,b,a,b,c,a,c,a,c,a,a,c,c,c,b,b,c,c,c,c,a,a,b,c,c,c,b,b,c,c,a,a,c,c,a,b,c,a,c,a,a,b,c,c,b,b,a,a,c,c
360,b,c,b,b,c,a,c,c,b,c,b,c,a,c,c,b,c,c,c,c,a,c,b,c,c,b,b,c,c,c,b,c,c,c,c,c,a,a,c,c,a,b,c,c,c,a,a,a,c,c,b,b,c,c,c
361,b,a,a,c,c,b,c,c,c,a,c,a,a,c,a,a,c,c,c,b,b,b,a,c,a,c,a,c,b,c,a,b,b,a,c,b,a,b,c,b,c,b,b,c,a,a,a,b,c,c,a,b,b,c,c
362,c,a,c,a,c,a,c,c,a,a,a,b,c,c,b,a,c,a,c,a,b,b,c,c,a,a,a,a,c,c,b,b,c,c,c,c,c,b,c,a,a,a,b,c,a,b,b,a,c,b,c,a,c,c,a
363,b,b,b,b,c,a,a,c,b,c,b,b,a,c,c,a,a,a,c,c,b,c,a,c,c,a,c,c,c,c,c,c,a,c,c,c,c,c,b,c,a,c,a,b,c,a,b,c,a,a,b,a,c,a,b
